,track_id,race_date,race_number,program_number,weight_carried,jockey,odds,position_at_finish,horse_id
3687,AQU,2019-11-03,7,1--,124,Jose L. Ortiz,480,4,359
3688,AQU,2019-11-03,7,2--,124,Hector Rafael Diaz Jr.,2975,8,1715
3689,AQU,2019-11-03,7,3--,120,Irad Ortiz Jr.,180,3,1712
3690,AQU,2019-11-03,7,4--,122,Angel R. Rodriguez,2330,5,1713
3691,AQU,2019-11-03,7,5--,120,Manuel Franco,240,1,22
3692,AQU,2019-11-03,7,6--,120,Luis Saez,580,7,789
3693,AQU,2019-11-03,7,7--,114,Joey R. Martinez,1160,2,586
3694,AQU,2019-11-03,7,8--,120,Kendrick Carmouche,1230,6,1714
3695,AQU,2019-11-03,8,1--,122,Manuel Franco,1360,2,1717
3696,AQU,2019-11-03,8,10-,118,Jose Lezcano,1990,11,1398
3697,AQU,2019-11-03,8,11-,124,Junior Alvarado,1010,12,1725
3698,AQU,2019-11-03,8,12-,118,Trevor McCarthy,3125,9,1723
3699,AQU,2019-11-03,8,2--,118,Eric Cancel,8725,5,1720
3700,AQU,2019-11-03,8,3--,118,Luis Saez,1200,7,1722
3701,AQU,2019-11-03,8,4--,124,Javier Castellano,180,4,1719
3702,AQU,2019-11-03,8,5--,118,Irad Ortiz Jr.,410,1,1716
3703,AQU,2019-11-03,8,6--,118,Joe Bravo,1200,10,1724
3704,AQU,2019-11-03,8,7--,118,Kendrick Carmouche,3675,8,1359
3705,AQU,2019-11-03,8,8--,120,Tyler Conner,560,3,1718
3706,AQU,2019-11-03,8,9--,117,Jose L. Ortiz,1600,6,1721
3707,AQU,2019-11-03,9,1--,118,Jose Lezcano,2370,7,1732
3708,AQU,2019-11-03,9,10-,118,Joe Bravo,190,5,1730
3709,AQU,2019-11-03,9,2--,118,Manuel Franco,4000,8,1733
3710,AQU,2019-11-03,9,3--,118,Luis Saez,6600,6,1731
3711,AQU,2019-11-03,9,5--,118,Jose L. Ortiz,960,1,1726
3712,AQU,2019-11-03,9,6--,120,Trevor McCarthy,680,9,1526
3713,AQU,2019-11-03,9,7--,118,Irad Ortiz Jr.,450,3,1728
3714,AQU,2019-11-03,9,8--,122,Javier Castellano,260,2,1727
3715,AQU,2019-11-03,9,9--,118,Junior Alvarado,970,4,1729
3716,AQU,2019-11-03,10,1--,122,Irad Ortiz Jr.,1040,6,1737
3717,AQU,2019-11-03,10,10-,122,Kendrick Carmouche,1070,9,1738
3718,AQU,2019-11-03,10,2--,124,Manuel Franco,300,1,1734
3719,AQU,2019-11-03,10,3--,122,Keivan Serrano,8300,8,1381
3720,AQU,2019-11-03,10,4--,122,Pablo Fragoso,5700,7,1059
3721,AQU,2019-11-03,10,5--,124,Junior Alvarado,950,2,1735
3722,AQU,2019-11-03,10,6--,122,Luis A. Rodriguez Castro,5700,10,1239
3723,AQU,2019-11-03,10,7--,122,Jose Lezcano,460,3,1379
3724,AQU,2019-11-03,10,8--,124,Dylan Davis,225,5,1459
3725,AQU,2019-11-03,10,9--,122,Javier Castellano,590,4,1736
3726,AQU,2019-11-07,1,1--,120,Luis A. Rodriguez Castro,380,4,335
3727,AQU,2019-11-07,1,2--,115,Heman K. Harkie,680,6,205
3728,AQU,2019-11-07,1,3--,121,Keivan Serrano,1040,2,581
3729,AQU,2019-11-07,1,4--,124,Junior Alvarado,440,1,946
3730,AQU,2019-11-07,1,5--,116,Joey R. Martinez,550,5,516
3731,AQU,2019-11-07,1,6--,124,Dylan Davis,130,3,45
3732,AQU,2019-11-07,2,1--,122,Irad Ortiz Jr.,430,1,1739
3733,AQU,2019-11-07,2,2--,124,Samuel Camacho Jr.,7425,8,108
3734,AQU,2019-11-07,2,3--,122,Dylan Davis,450,7,1742
3735,AQU,2019-11-07,2,4--,119,Benjamin Hernandez,9900,6,605
3736,AQU,2019-11-07,2,5--,116,Joey R. Martinez,240,2,1740
3737,AQU,2019-11-07,2,6--,124,Keivan Serrano,3625,4,110
3738,AQU,2019-11-07,2,7--,122,Jose L. Ortiz,115,5,1741
3739,AQU,2019-11-07,2,8--,122,Luis A. Rodriguez Castro,4125,3,283
3740,AQU,2019-11-07,3,1--,122,Kendrick Carmouche,3225,7,1748
3741,AQU,2019-11-07,3,10-,115,Heman K. Harkie,4650,10,1510
3742,AQU,2019-11-07,3,11-,122,Irad Ortiz Jr.,960,6,1747
3743,AQU,2019-11-07,3,2--,124,John R. Velazquez,340,4,1287
3744,AQU,2019-11-07,3,3--,124,Junior Alvarado,200,3,1745
3745,AQU,2019-11-07,3,4--,124,Dylan Davis,780,9,1750
3746,AQU,2019-11-07,3,5--,124,Luis Saez,890,1,1743
3747,AQU,2019-11-07,3,6--,121,Manuel Franco,530,5,1746
3748,AQU,2019-11-07,3,7--,124,Jose Lezcano,990,2,1744
3749,AQU,2019-11-07,3,9--,122,Jorge Ruiz,4250,8,1749
3750,AQU,2019-11-07,4,1--,119,Dylan Davis,1630,4,1754
3751,AQU,2019-11-07,4,2--,116,Joey R. Martinez,1060,6,1756
3752,AQU,2019-11-07,4,3--,119,Jose L. Ortiz,200,7,1757
3753,AQU,2019-11-07,4,4--,119,Irad Ortiz Jr.,540,5,1755
3754,AQU,2019-11-07,4,5--,119,Luis Saez,420,1,1751
3755,AQU,2019-11-07,4,6--,119,Jose Lezcano,1120,2,1752
3756,AQU,2019-11-07,4,7--,119,Joel Rosario,245,3,1753
3757,AQU,2019-11-07,5,1--,120,Manuel Franco,375,2,1507
3758,AQU,2019-11-07,5,10-,120,Dylan Davis,2380,7,1761
3759,AQU,2019-11-07,5,11-,122,Jose L. Ortiz,530,6,601
3760,AQU,2019-11-07,5,12-,120,Kendrick Carmouche,1200,10,1763
3761,AQU,2019-11-07,5,2--,120,Javier Castellano,200,1,1758
3762,AQU,2019-11-07,5,3--,120,Luis Saez,520,3,1759
3763,AQU,2019-11-07,5,5--,122,Joel Rosario,1620,5,913
3764,AQU,2019-11-07,5,7--,121,Keivan Serrano,10250,8,1762
3765,AQU,2019-11-07,5,8--,120,Eric Cancel,650,4,1760
3766,AQU,2019-11-07,5,9--,116,Joey R. Martinez,7650,9,1090
3767,AQU,2019-11-07,6,1--,115,Julio Correa,560,1,1764
3768,AQU,2019-11-07,6,11-,120,Irad Ortiz Jr.,230,2,1765
3769,AQU,2019-11-07,6,2--,120,Jose L. Ortiz,190,4,64
3770,AQU,2019-11-07,6,4--,122,Samuel Camacho Jr.,7450,7,1769
3771,AQU,2019-11-07,6,6--,120,Kendrick Carmouche,810,3,1766
3772,AQU,2019-11-07,6,8--,120,Jorge A. Vargas Jr.,660,5,1767
3773,AQU,2019-11-07,6,9--,124,John R. Velazquez,590,6,1768
3774,AQU,2019-11-07,7,1--,122,Jose L. Ortiz,165,2,1201
3775,AQU,2019-11-07,7,2--,124,Jose Lezcano,730,7,595
3776,AQU,2019-11-07,7,3--,120,Luis R. Reyes,980,8,1537
3777,AQU,2019-11-07,7,4--,120,Irad Ortiz Jr.,275,1,749
3778,AQU,2019-11-07,7,5--,120,Luis Saez,1470,3,320
3779,AQU,2019-11-07,7,6--,124,Manuel Franco,590,4,1770
3780,AQU,2019-11-07,7,7--,117,Benjamin Hernandez,1070,5,279
3781,AQU,2019-11-07,7,8--,120,Dylan Davis,2020,6,1771
3782,AQU,2019-11-07,8,1--,120,Andrew Wolfsont,1240,2,1773
3783,AQU,2019-11-07,8,10-,120,Irad Ortiz Jr.,950,7,1778
3784,AQU,2019-11-07,8,11-,119,Rajiv Maragh,2500,9,1227
3785,AQU,2019-11-07,8,12-,118,Eric Cancel,1160,6,1777
3786,AQU,2019-11-07,8,2--,120,Jorge A. Vargas Jr.,390,4,1775
3787,AQU,2019-11-07,8,3--,120,Jorge Ruiz,3625,5,1776
3788,AQU,2019-11-07,8,5--,120,Javier Castellano,275,3,1774
3789,AQU,2019-11-07,8,6--,120,Kendrick Carmouche,880,8,1779
3790,AQU,2019-11-07,8,9--,122,Jose L. Ortiz,225,1,1772
3791,AQU,2019-11-07,9,1--,119,Junior Alvarado,460,7,1786
3792,AQU,2019-11-07,9,10-,119,Hector Rafael Diaz Jr.,8775,8,1787
3793,AQU,2019-11-07,9,13-,114,Julio Correa,2550,11,1790
3794,AQU,2019-11-07,9,2--,119,Jorge A. Vargas Jr.,1870,4,1783
3795,AQU,2019-11-07,9,3--,119,Dylan Davis,990,5,1784
3796,AQU,2019-11-07,9,4--,119,Luis R. Reyes,7025,10,1789
3797,AQU,2019-11-07,9,5--,119,Eric Cancel,2600,2,1781
3798,AQU,2019-11-07,9,6--,119,Irad Ortiz Jr.,690,9,1788
3799,AQU,2019-11-07,9,7--,114,Declan Carroll,3450,6,1785
3800,AQU,2019-11-07,9,8--,119,Javier Castellano,80,1,1780
3801,AQU,2019-11-07,9,9--,119,Rajiv Maragh,1470,3,1782
3802,AQU,2019-11-08,1,1--,117,Benjamin Hernandez,1670,2,1792
3803,AQU,2019-11-08,1,2--,122,Kendrick Carmouche,2280,4,1794
3804,AQU,2019-11-08,1,3--,122,Luis A. Rodriguez Castro,1300,1,1791
3805,AQU,2019-11-08,1,4--,122,Luis Saez,315,3,1793
3806,AQU,2019-11-08,1,5--,122,Jose L. Ortiz,25,5,1795
3807,AQU,2019-11-08,2,1--,120,Hector Rafael Diaz Jr.,2575,5,297
3808,AQU,2019-11-08,2,2--,120,Dylan Davis,690,6,1797
3809,AQU,2019-11-08,2,3--,115,Heman K. Harkie,5275,3,182
3810,AQU,2019-11-08,2,4--,120,Manuel Franco,95,2,562
3811,AQU,2019-11-08,2,5--,120,Kendrick Carmouche,970,1,1796
3812,AQU,2019-11-08,2,6--,120,Eric Cancel,5075,8,1173
3813,AQU,2019-11-08,2,7--,122,Junior Alvarado,1720,9,265
3814,AQU,2019-11-08,2,8--,117,Benjamin Hernandez,7200,7,414
3815,AQU,2019-11-08,2,9--,114,Joey R. Martinez,210,4,222
3816,AQU,2019-11-08,3,1--,120,Keivan Serrano,6800,8,1804
3817,AQU,2019-11-08,3,2--,119,Joel Rosario,620,6,1803
3818,AQU,2019-11-08,3,3--,119,Jose Lezcano,510,5,1802
3819,AQU,2019-11-08,3,4--,119,Luis Saez,80,9,1805
3820,AQU,2019-11-08,3,5--,119,Luis R. Reyes,500,1,1798
3821,AQU,2019-11-08,3,6--,114,Joey R. Martinez,6075,4,1801
3822,AQU,2019-11-08,3,7--,114,Declan Carroll,7150,7,1481
3823,AQU,2019-11-08,3,8--,119,Hector Rafael Diaz Jr.,840,2,1799
3824,AQU,2019-11-08,3,9--,114,Heman K. Harkie,3450,3,1800
3825,AQU,2019-11-08,4,2--,120,Kendrick Carmouche,460,2,428
3826,AQU,2019-11-08,4,3--,120,Junior Alvarado,750,6,219
3827,AQU,2019-11-08,4,4--,122,Manuel Franco,580,5,299
3828,AQU,2019-11-08,4,5--,114,Joey R. Martinez,790,1,1806
3829,AQU,2019-11-08,4,6--,120,Eric Cancel,460,3,863
3830,AQU,2019-11-08,4,7--,120,John R. Velazquez,115,4,1807
3831,AQU,2019-11-08,5,1--,119,Javier Castellano,105,1,1808
3832,AQU,2019-11-08,5,10-,119,Joel Rosario,970,5,1812
3833,AQU,2019-11-08,5,12-,119,Jose L. Ortiz,850,2,1809
3834,AQU,2019-11-08,5,2--,119,Kendrick Carmouche,2750,4,1811
3835,AQU,2019-11-08,5,4--,114,Declan Carroll,4375,6,1813
3836,AQU,2019-11-08,5,5--,119,Luis A. Rodriguez Castro,2475,9,1816
3837,AQU,2019-11-08,5,6--,119,John R. Velazquez,1170,3,1810
3838,AQU,2019-11-08,5,7--,119,Luis Saez,470,8,1815
3839,AQU,2019-11-08,5,8--,119,Manuel Franco,530,7,1814
3840,AQU,2019-11-08,5,9--,119,Michael J. Luzzi,14550,10,1817
3841,AQU,2019-11-08,6,1--,114,Joey R. Martinez,2425,8,1063
3842,AQU,2019-11-08,6,2--,120,Junior Alvarado,1170,7,1821
3843,AQU,2019-11-08,6,3--,120,Dylan Davis,2120,4,1819
3844,AQU,2019-11-08,6,4--,120,Eric Cancel,880,1,686
3845,AQU,2019-11-08,6,5--,115,Benjamin Hernandez,1410,6,55
3846,AQU,2019-11-08,6,6--,120,Luis Saez,660,5,1820
3847,AQU,2019-11-08,6,7--,120,Jose Lezcano,130,3,1135
3848,AQU,2019-11-08,6,8--,120,Manuel Franco,230,2,1818
3849,AQU,2019-11-08,7,1--,123,Jose Lezcano,3700,10,526
3850,AQU,2019-11-08,7,10-,123,Luis Saez,410,3,395
3851,AQU,2019-11-08,7,2--,116,Benjamin Hernandez,3225,6,641
3852,AQU,2019-11-08,7,3--,121,Jose L. Ortiz,1120,9,1289
3853,AQU,2019-11-08,7,4--,123,Manuel Franco,620,8,1823
3854,AQU,2019-11-08,7,5--,120,Joel Rosario,290,4,1822
3855,AQU,2019-11-08,7,6--,125,Irad Ortiz Jr.,510,1,1230
3856,AQU,2019-11-08,7,7--,120,Javier Castellano,550,5,192
3857,AQU,2019-11-08,7,8--,121,John R. Velazquez,1540,2,105
3858,AQU,2019-11-08,7,9--,121,Junior Alvarado,1020,7,986
3859,AQU,2019-11-08,8,1--,120,Jose Lezcano,115,4,1825
3860,AQU,2019-11-08,8,10-,120,Junior Alvarado,2260,6,1827
3861,AQU,2019-11-08,8,11-,124,Michael J. Luzzi,3600,1,1058
3862,AQU,2019-11-08,8,12-,117,Declan Carroll,5175,11,1832
3863,AQU,2019-11-08,8,13-,122,John R. Velazquez,520,9,1830
3864,AQU,2019-11-08,8,14-,122,Jose L. Ortiz,590,10,1831
3865,AQU,2019-11-08,8,1A-,120,Irad Ortiz Jr.,115,2,1824
3866,AQU,2019-11-08,8,3--,120,Kendrick Carmouche,3800,8,1829
3867,AQU,2019-11-08,8,4--,122,Manuel Franco,1820,3,69
3868,AQU,2019-11-08,8,5--,120,Javier Castellano,400,5,1826
3869,AQU,2019-11-08,8,6--,122,Jorge A. Vargas Jr.,1370,7,1828
3870,AQU,2019-11-08,9,1--,119,Samuel Camacho Jr.,12275,9,1841
3871,AQU,2019-11-08,9,10-,119,Luis Saez,325,8,1840
3872,AQU,2019-11-08,9,11-,114,Heman K. Harkie,7375,11,1843
3873,AQU,2019-11-08,9,2--,119,Joel Rosario,245,4,1836
3874,AQU,2019-11-08,9,3--,119,Dylan Davis,1120,3,1835
3875,AQU,2019-11-08,9,4--,119,Kendrick Carmouche,1140,2,1834
3876,AQU,2019-11-08,9,5--,119,Jose L. Ortiz,2050,5,1837
3877,AQU,2019-11-08,9,6--,119,Jose Lezcano,770,6,1838
3878,AQU,2019-11-08,9,7--,119,Jorge A. Vargas Jr.,550,7,1839
3879,AQU,2019-11-08,9,8--,114,Benjamin Hernandez,670,10,1842
3880,AQU,2019-11-08,9,9--,119,Manuel Franco,2140,1,1833
3881,AQU,2019-11-09,1,1--,122,Junior Alvarado,410,4,273
3882,AQU,2019-11-09,1,2--,120,Jose L. Ortiz,155,5,927
3883,AQU,2019-11-09,1,3--,118,Irad Ortiz Jr.,245,3,725
3884,AQU,2019-11-09,1,4--,122,Jose Lezcano,700,1,227
3885,AQU,2019-11-09,1,5--,120,Manuel Franco,400,2,1844
3886,AQU,2019-11-09,2,1--,121,Junior Alvarado,355,2,1846
3887,AQU,2019-11-09,2,10-,121,Jose Lezcano,2650,9,1853
3888,AQU,2019-11-09,2,11-,121,Eric Cancel,2650,11,1855
3889,AQU,2019-11-09,2,12-,121,Jorge A. Vargas Jr.,3875,10,1854
3890,AQU,2019-11-09,2,2--,121,Luis Saez,2130,5,1849
3891,AQU,2019-11-09,2,3--,121,Manuel Franco,1690,8,1852
3892,AQU,2019-11-09,2,4--,121,John R. Velazquez,1750,7,1851
3893,AQU,2019-11-09,2,5--,121,Irad Ortiz Jr.,4225,6,1850
3894,AQU,2019-11-09,2,6--,121,Jose L. Ortiz,1510,4,1848
3895,AQU,2019-11-09,2,7--,121,Javier Castellano,120,1,1845
3896,AQU,2019-11-09,2,9--,121,Joel Rosario,440,3,1847
3897,AQU,2019-11-09,3,1--,123,Manuel Franco,620,1,1856
3898,AQU,2019-11-09,3,10-,120,Kendrick Carmouche,280,6,1859
3899,AQU,2019-11-09,3,11-,114,Joey R. Martinez,2120,2,532
3900,AQU,2019-11-09,3,12-,120,Jose Lezcano,490,3,1857
3901,AQU,2019-11-09,3,2--,120,Jose L. Ortiz,330,4,1858
3902,AQU,2019-11-09,3,4--,116,Heman K. Harkie,1610,7,858
3903,AQU,2019-11-09,3,5--,121,Luis R. Reyes,9450,11,1860
3904,AQU,2019-11-09,3,6--,121,Junior Alvarado,430,5,1288
3905,AQU,2019-11-09,3,7--,123,Tzeonn Chang,2350,8,854
3906,AQU,2019-11-09,3,8--,120,Eric Cancel,2370,9,916
3907,AQU,2019-11-09,3,9--,120,Luis A. Rodriguez Castro,10200,10,202
3908,AQU,2019-11-09,4,1--,120,Eric Cancel,170,5,1862
3909,AQU,2019-11-09,4,1A-,120,Hector Rafael Diaz Jr.,170,2,1861
3910,AQU,2019-11-09,4,2--,122,Luis R. Reyes,1180,6,238
3911,AQU,2019-11-09,4,4--,120,Samuel Camacho Jr.,710,3,1206
3912,AQU,2019-11-09,4,5--,122,Junior Alvarado,365,4,1030
3913,AQU,2019-11-09,4,6--,120,Luis A. Rodriguez Castro,2380,8,1863
3914,AQU,2019-11-09,4,7--,114,Heman K. Harkie,4225,7,878
3915,AQU,2019-11-09,4,8--,114,Joey R. Martinez,1400,9,1864
3916,AQU,2019-11-09,4,9--,120,Irad Ortiz Jr.,260,1,990
3917,AQU,2019-11-09,5,1--,119,Junior Alvarado,510,4,1868
3918,AQU,2019-11-09,5,10-,119,Manuel Franco,3275,6,1870
3919,AQU,2019-11-09,5,11-,119,Jose L. Ortiz,2070,10,1874
3920,AQU,2019-11-09,5,12-,114,Declan Carroll,5675,11,1875
3921,AQU,2019-11-09,5,3--,119,Luis Saez,1240,8,1872
3922,AQU,2019-11-09,5,4--,119,Kendrick Carmouche,220,2,1866
3923,AQU,2019-11-09,5,5--,119,Jorge A. Vargas Jr.,1030,3,1867
3924,AQU,2019-11-09,5,6--,119,Joel Rosario,1550,1,1865
3925,AQU,2019-11-09,5,7--,119,John R. Velazquez,520,5,1869
3926,AQU,2019-11-09,5,8--,119,Javier Castellano,500,7,1871
3927,AQU,2019-11-09,5,9--,119,Feargal Lynch,1190,9,1873
3928,AQU,2019-11-09,6,10-,123,Junior Alvarado,10225,6,1407
3929,AQU,2019-11-09,6,11-,123,Jose L. Ortiz,1070,10,1882
3930,AQU,2019-11-09,6,12-,123,Dylan Davis,5300,8,1880
3931,AQU,2019-11-09,6,1A-,121,Kendrick Carmouche,8350,12,1714
3932,AQU,2019-11-09,6,2--,123,Joel Rosario,440,9,1881
3933,AQU,2019-11-09,6,3--,125,Jose Lezcano,2625,1,1876
3934,AQU,2019-11-09,6,4--,121,Manuel Franco,2550,5,1879
3935,AQU,2019-11-09,6,5--,121,Irad Ortiz Jr.,290,3,1877
3936,AQU,2019-11-09,6,6--,121,Javier Castellano,155,4,1878
3937,AQU,2019-11-09,6,7--,123,John R. Velazquez,2090,7,1406
3938,AQU,2019-11-09,6,8--,123,Luis Saez,850,2,1155
3939,AQU,2019-11-09,6,9--,121,Luis A. Rodriguez Castro,5350,11,1883
3940,AQU,2019-11-09,7,1--,117,Irad Ortiz Jr.,150,2,1885
3941,AQU,2019-11-09,7,2--,122,Kendrick Carmouche,2170,4,1887
3942,AQU,2019-11-09,7,3--,115,Gary Richards,4925,7,1471
3943,AQU,2019-11-09,7,4--,120,Eric Cancel,810,6,626
3944,AQU,2019-11-09,7,5--,122,Jose L. Ortiz,500,3,1886
3945,AQU,2019-11-09,7,6--,122,Joel Rosario,420,1,1884
3946,AQU,2019-11-09,7,7--,122,Jorge A. Vargas Jr.,275,5,1888
3947,AQU,2019-11-09,8,1--,121,Irad Ortiz Jr.,200,3,1890
3948,AQU,2019-11-09,8,10-,121,Jose Lezcano,480,6,1893
3949,AQU,2019-11-09,8,11-,123,Carol Cedeno,6775,9,1896
3950,AQU,2019-11-09,8,3--,123,Jorge A. Vargas Jr.,1140,5,1892
3951,AQU,2019-11-09,8,4--,125,Jose L. Ortiz,950,4,1891
3952,AQU,2019-11-09,8,5--,121,Joel Rosario,770,1,1138
3953,AQU,2019-11-09,8,7--,121,John R. Velazquez,1150,7,1894
3954,AQU,2019-11-09,8,8--,125,Feargal Lynch,375,2,1889
3955,AQU,2019-11-09,8,9--,125,Dylan Davis,910,8,1895
3956,AQU,2019-11-09,9,1--,122,Manuel Franco,3225,3,1899
3957,AQU,2019-11-09,9,10-,120,Javier Castellano,1600,8,1904
3958,AQU,2019-11-09,9,11-,120,John R. Velazquez,470,9,1905
3959,AQU,2019-11-09,9,12-,120,Declan Carroll,4025,11,1907
3960,AQU,2019-11-09,9,2--,122,Junior Alvarado,1550,5,1901
3961,AQU,2019-11-09,9,3--,120,Carol Cedeno,5650,4,1900
3962,AQU,2019-11-09,9,4--,120,Jose L. Ortiz,430,1,1897
3963,AQU,2019-11-09,9,5--,120,Irad Ortiz Jr.,350,10,1906
3964,AQU,2019-11-09,9,6--,120,Jose Lezcano,580,7,1903
3965,AQU,2019-11-09,9,7--,120,Kendrick Carmouche,1130,6,1902
3966,AQU,2019-11-09,9,8--,122,Joel Rosario,520,2,1898
3967,AQU,2019-11-09,9,9--,122,Luis Saez,3075,12,1908
3968,AQU,2019-11-09,10,10-,114,Declan Carroll,3525,3,1911
3969,AQU,2019-11-09,10,11-,119,Luis A. Rodriguez Castro,2625,11,1919
3970,AQU,2019-11-09,10,12-,120,Pablo Fragoso,1660,8,1916
3971,AQU,2019-11-09,10,13-,119,Samuel Camacho Jr.,5550,10,1918
3972,AQU,2019-11-09,10,2--,119,Manuel Franco,1420,4,1912
3973,AQU,2019-11-09,10,3--,119,Irad Ortiz Jr.,215,1,1909
3974,AQU,2019-11-09,10,5--,119,Junior Alvarado,1050,6,1914
3975,AQU,2019-11-09,10,6--,119,Javier Castellano,230,7,1915
3976,AQU,2019-11-09,10,7--,119,John R. Velazquez,660,5,1913
3977,AQU,2019-11-09,10,8--,119,Dylan Davis,5175,9,1917
3978,AQU,2019-11-09,10,9--,119,Jose L. Ortiz,640,2,1910
3979,AQU,2019-11-10,1,1--,119,Jose L. Ortiz,630,3,1922
3980,AQU,2019-11-10,1,11-,119,Luis Saez,610,4,1923
3981,AQU,2019-11-10,1,2--,119,Junior Alvarado,1230,7,1926
3982,AQU,2019-11-10,1,4--,119,Javier Castellano,295,5,1924
3983,AQU,2019-11-10,1,5--,119,Joel Rosario,790,1,1920
3984,AQU,2019-11-10,1,6--,114,Declan Carroll,1150,9,1928
3985,AQU,2019-11-10,1,7--,119,Manuel Franco,2060,6,1925
3986,AQU,2019-11-10,1,8--,119,Luis R. Reyes,6475,8,1927
3987,AQU,2019-11-10,1,9--,119,Irad Ortiz Jr.,195,2,1921
3988,AQU,2019-11-10,2,1--,123,Javier Castellano,295,3,1346
3989,AQU,2019-11-10,2,10-,119,Kendrick Carmouche,4250,11,1935
3990,AQU,2019-11-10,2,11-,116,Heman K. Harkie,10225,7,1933
3991,AQU,2019-11-10,2,12-,120,Luis R. Reyes,5950,6,1932
3992,AQU,2019-11-10,2,2--,118,Declan Carroll,1390,8,1934
3993,AQU,2019-11-10,2,3--,120,Jose Lezcano,2000,12,774
3994,AQU,2019-11-10,2,4--,116,Benjamin Hernandez,4075,9,971
3995,AQU,2019-11-10,2,5--,120,Junior Alvarado,1140,1,1929
3996,AQU,2019-11-10,2,6--,121,Joel Rosario,1070,5,254
3997,AQU,2019-11-10,2,7--,120,Manuel Franco,215,4,1931
3998,AQU,2019-11-10,2,8--,120,John R. Velazquez,2875,10,1348
3999,AQU,2019-11-10,2,9--,121,Jose L. Ortiz,320,2,1930
4000,AQU,2019-11-10,3,1--,121,John R. Velazquez,65,3,1178
4001,AQU,2019-11-10,3,2--,121,Javier Castellano,1070,1,1936
4002,AQU,2019-11-10,3,3--,121,Junior Alvarado,3075,5,1939
4003,AQU,2019-11-10,3,4--,121,Manuel Franco,385,2,1937
4004,AQU,2019-11-10,3,5--,121,Luis Saez,1800,6,1940
4005,AQU,2019-11-10,3,7--,121,Joel Rosario,340,4,1938
4006,AQU,2019-11-10,4,1--,124,Luis A. Rodriguez Castro,105,2,1941
4007,AQU,2019-11-10,4,10-,120,Kendrick Carmouche,620,3,1005
4008,AQU,2019-11-10,4,1A-,124,Irad Ortiz Jr.,105,1,223
4009,AQU,2019-11-10,4,2--,125,Christian Santiago Reyes,5375,9,1083
4010,AQU,2019-11-10,4,3--,120,Manuel Franco,375,8,1056
4011,AQU,2019-11-10,4,5--,120,Rajiv Maragh,2900,10,150
4012,AQU,2019-11-10,4,6--,119,Declan Carroll,2550,6,1942
4013,AQU,2019-11-10,4,7--,120,Eric Cancel,710,7,1084
4014,AQU,2019-11-10,4,8--,114,Joey R. Martinez,2600,4,372
4015,AQU,2019-11-10,4,9--,120,Dylan Davis,820,5,331
4016,AQU,2019-11-10,5,1--,120,Trevor McCarthy,1260,5,1945
4017,AQU,2019-11-10,5,10-,120,Samuel Camacho Jr.,10525,9,1949
4018,AQU,2019-11-10,5,11-,119,Kendrick Carmouche,0,10,1521
4019,AQU,2019-11-10,5,12-,114,Joey R. Martinez,3200,4,1071
4020,AQU,2019-11-10,5,13-,118,Hector Rafael Diaz Jr.,6750,8,1948
4021,AQU,2019-11-10,5,14-,120,Eric Cancel,2675,3,1944
4022,AQU,2019-11-10,5,2--,120,Jose L. Ortiz,240,11,1950
4023,AQU,2019-11-10,5,3--,115,Declan Carroll,8975,12,432
4024,AQU,2019-11-10,5,4--,122,Joel Rosario,420,7,1947
4025,AQU,2019-11-10,5,5--,122,Jose Lezcano,630,6,1946
4026,AQU,2019-11-10,5,6--,120,Manuel Franco,890,1,1409
4027,AQU,2019-11-10,5,8--,118,Irad Ortiz Jr.,235,2,1943
4028,AQU,2019-11-10,6,1--,119,Junior Alvarado,900,8,1958
4029,AQU,2019-11-10,6,10-,119,Javier Castellano,440,2,1952
4030,AQU,2019-11-10,6,11-,119,Eric Cancel,3875,10,1960
4031,AQU,2019-11-10,6,12-,119,Dylan Davis,2850,4,1954
4032,AQU,2019-11-10,6,2--,119,Trevor McCarthy,2675,6,1956
4033,AQU,2019-11-10,6,3--,121,Keivan Serrano,8025,7,1957
4034,AQU,2019-11-10,6,4--,119,Jose L. Ortiz,1120,11,1961
4035,AQU,2019-11-10,6,5--,119,Irad Ortiz Jr.,720,3,1953
4036,AQU,2019-11-10,6,6--,119,John R. Velazquez,165,1,1951
4037,AQU,2019-11-10,6,7--,112,Virginia Tormey,3900,9,1959
4038,AQU,2019-11-10,6,8--,114,Benjamin Hernandez,13300,12,1962
4039,AQU,2019-11-10,6,9--,119,Joel Rosario,420,5,1955
4040,AQU,2019-11-10,7,1--,121,John R. Velazquez,560,2,1964
4041,AQU,2019-11-10,7,2--,123,Dylan Davis,1480,6,358
4042,AQU,2019-11-10,7,3--,120,Joel Rosario,265,4,1966
4043,AQU,2019-11-10,7,4--,123,Jose Lezcano,640,7,184
4044,AQU,2019-11-10,7,5--,123,Kendrick Carmouche,930,5,100
4045,AQU,2019-11-10,7,6--,118,Eric Cancel,3425,3,1965
4046,AQU,2019-11-10,7,7--,118,Javier Castellano,120,1,1963
4047,AQU,2019-11-10,8,1--,122,Eric Cancel,1030,4,1142
4048,AQU,2019-11-10,8,10-,120,Junior Alvarado,295,1,1536
4049,AQU,2019-11-10,8,2--,120,Jose L. Ortiz,2875,8,1967
4050,AQU,2019-11-10,8,5--,120,Manuel Franco,500,3,42
4051,AQU,2019-11-10,8,6--,122,Luis Saez,1230,5,819
4052,AQU,2019-11-10,8,7--,120,Joel Rosario,900,6,903
