,track_id,race_date,race_number,program_number,weight_carried,jockey,odds,position_at_finish
4673,AQU,2019-11-22,6,1  ,121,Joel Rosario,110,1
4674,AQU,2019-11-22,6,2  ,119,Declan Carroll,7425,6
4675,AQU,2019-11-22,6,4  ,121,Jose Lezcano,520,3
4676,AQU,2019-11-22,6,6  ,119,Benjamin Hernandez,1720,5
4677,AQU,2019-11-22,6,8  ,124,Jose L. Ortiz,640,4
4678,AQU,2019-11-22,6,9  ,121,Manuel Franco,175,2
4679,AQU,2019-11-22,7,1  ,124,Dylan Davis,490,6
4680,AQU,2019-11-22,7,2  ,124,Jose L. Ortiz,280,1
4681,AQU,2019-11-22,7,3  ,122,Eric Cancel,1760,5
4682,AQU,2019-11-22,7,5  ,117,Declan Carroll,1560,2
4683,AQU,2019-11-22,7,6  ,115,Benjamin Hernandez,760,4
4684,AQU,2019-11-22,7,8  ,124,Manuel Franco,85,3
4685,AQU,2019-11-22,8,1  ,119,Manuel Franco,250,3
4686,AQU,2019-11-22,8,3  ,119,Keivan Serrano,3650,5
4687,AQU,2019-11-22,8,4  ,119,Gary Richards,5775,6
4688,AQU,2019-11-22,8,6  ,119,Jose Lezcano,205,2
4689,AQU,2019-11-22,8,7  ,119,Reylu Gutierrez,730,4
4690,AQU,2019-11-22,8,9  ,119,Irad Ortiz Jr.,135,1
4691,AQU,2019-11-23,1,1  ,117,Benjamin Hernandez,235,5
4692,AQU,2019-11-23,1,2  ,122,Reylu Gutierrez,1590,2
4693,AQU,2019-11-23,1,3  ,117,Declan Carroll,205,3
4694,AQU,2019-11-23,1,4  ,122,Jose L. Ortiz,295,4
4695,AQU,2019-11-23,1,5  ,120,Manuel Franco,550,1
4696,AQU,2019-11-23,1,6  ,122,Dylan Davis,860,6
4697,AQU,2019-11-23,2,1  ,119,Reylu Gutierrez,6425,6
4698,AQU,2019-11-23,2,10 ,119,John R. Velazquez,260,7
4699,AQU,2019-11-23,2,11 ,119,Joel Rosario,570,5
4700,AQU,2019-11-23,2,2  ,119,Kendrick Carmouche,680,8
4701,AQU,2019-11-23,2,3  ,119,Junior Alvarado,510,3
4702,AQU,2019-11-23,2,4  ,119,Dylan Davis,770,2
4703,AQU,2019-11-23,2,5  ,119,Joey R. Martinez,2575,1
4704,AQU,2019-11-23,2,6  ,119,Jorge A. Vargas Jr.,1110,10
4705,AQU,2019-11-23,2,7  ,119,Hector Rafael Diaz Jr.,2525,9
4706,AQU,2019-11-23,2,8  ,119,Javier Castellano,420,4
4707,AQU,2019-11-23,3,1  ,122,Jose Lezcano,295,4
4708,AQU,2019-11-23,3,10 ,116,Declan Carroll,2650,2
4709,AQU,2019-11-23,3,11 ,124,Irad Ortiz Jr.,510,7
4710,AQU,2019-11-23,3,12 ,121,Manuel Franco,1870,5
4711,AQU,2019-11-23,3,2  ,122,Kendrick Carmouche,2575,10
4712,AQU,2019-11-23,3,3  ,124,Jose L. Ortiz,295,1
4713,AQU,2019-11-23,3,4  ,122,Keivan Serrano,12150,11
4714,AQU,2019-11-23,3,5  ,114,Benjamin Hernandez,7050,12
4715,AQU,2019-11-23,3,6  ,119,Javier Castellano,1120,9
4716,AQU,2019-11-23,3,7  ,122,Joe Bravo,1950,6
4717,AQU,2019-11-23,3,8  ,121,Joel Rosario,470,8
4718,AQU,2019-11-23,3,9  ,119,Junior Alvarado,1290,3
4719,AQU,2019-11-23,4,1  ,120,Hector Rafael Diaz Jr.,840,1
4720,AQU,2019-11-23,4,2  ,115,Heman K. Harkie,5125,6
4721,AQU,2019-11-23,4,3  ,124,Keivan Serrano,270,5
4722,AQU,2019-11-23,4,4  ,119,Benjamin Hernandez,440,2
4723,AQU,2019-11-23,4,5  ,117,Declan Carroll,540,7
4724,AQU,2019-11-23,4,6  ,120,Reylu Gutierrez,1550,4
4725,AQU,2019-11-23,4,7  ,120,Dylan Davis,3275,8
4726,AQU,2019-11-23,4,8  ,120,Manuel Franco,170,3
4727,AQU,2019-11-23,5,11 ,122,Joel Rosario,1220,2
4728,AQU,2019-11-23,5,12 ,122,Junior Alvarado,880,8
4729,AQU,2019-11-23,5,2  ,122,Kendrick Carmouche,800,1
4730,AQU,2019-11-23,5,3  ,120,Eric Cancel,2260,7
4731,AQU,2019-11-23,5,4  ,117,Declan Carroll,840,10
4732,AQU,2019-11-23,5,5  ,122,Jose L. Ortiz,245,5
4733,AQU,2019-11-23,5,6  ,122,Dylan Davis,440,4
4734,AQU,2019-11-23,5,7  ,120,Irad Ortiz Jr.,295,9
4735,AQU,2019-11-23,5,8  ,120,Keivan Serrano,6125,3
4736,AQU,2019-11-23,5,9  ,120,Hector Rafael Diaz Jr.,6150,6
4737,AQU,2019-11-23,6,1  ,119,Jose L. Ortiz,95,3
4738,AQU,2019-11-23,6,11 ,119,Joel Rosario,560,6
4739,AQU,2019-11-23,6,12 ,119,Junior Alvarado,2400,8
4740,AQU,2019-11-23,6,2  ,119,Jorge A. Vargas Jr.,12225,11
4741,AQU,2019-11-23,6,3  ,120,Samuel Camacho Jr.,10425,10
4742,AQU,2019-11-23,6,4  ,119,Joe Bravo,570,9
4743,AQU,2019-11-23,6,5  ,114,Declan Carroll,6400,7
4744,AQU,2019-11-23,6,6  ,119,Dylan Davis,2875,4
4745,AQU,2019-11-23,6,7  ,119,Javier Castellano,750,1
4746,AQU,2019-11-23,6,8  ,119,Kendrick Carmouche,4750,5
4747,AQU,2019-11-23,6,9  ,119,John R. Velazquez,610,2
4748,AQU,2019-11-23,7,1  ,122,Jose L. Ortiz,1360,7
4749,AQU,2019-11-23,7,2  ,120,Manuel Franco,490,6
4750,AQU,2019-11-23,7,3  ,122,John R. Velazquez,770,5
4751,AQU,2019-11-23,7,4  ,122,Jose Lezcano,1240,2
4752,AQU,2019-11-23,7,5  ,120,Irad Ortiz Jr.,1440,3
4753,AQU,2019-11-23,7,7  ,122,Javier Castellano,45,1
4754,AQU,2019-11-23,7,8  ,120,Dylan Davis,5400,4
4755,AQU,2019-11-23,8,10 ,120,Irad Ortiz Jr.,670,2
4756,AQU,2019-11-23,8,2  ,120,Dylan Davis,8150,6
4757,AQU,2019-11-23,8,3  ,122,Jorge A. Vargas Jr.,6525,8
4758,AQU,2019-11-23,8,4  ,122,Kendrick Carmouche,680,7
4759,AQU,2019-11-23,8,5  ,120,John R. Velazquez,520,3
4760,AQU,2019-11-23,8,6  ,120,Manuel Franco,395,5
4761,AQU,2019-11-23,8,7  ,120,Jose L. Ortiz,300,1
4762,AQU,2019-11-23,8,8  ,122,Joel Rosario,255,4
4763,AQU,2019-11-23,8,9  ,118,Gary Richards,5175,9
4764,AQU,2019-11-23,9,1  ,126,Steven Ronald Bahen,770,7
4765,AQU,2019-11-23,9,10 ,124,Jorge A. Vargas Jr.,7575,4
4766,AQU,2019-11-23,9,11 ,124,Edgar S. Prado,980,11
4767,AQU,2019-11-23,9,2  ,124,Joel Rosario,1120,9
4768,AQU,2019-11-23,9,3  ,124,Jose L. Ortiz,670,5
4769,AQU,2019-11-23,9,4  ,124,Irad Ortiz Jr.,570,8
4770,AQU,2019-11-23,9,5  ,124,John R. Velazquez,3100,10
4771,AQU,2019-11-23,9,6  ,124,Jose Lezcano,2525,3
4772,AQU,2019-11-23,9,7  ,124,Javier Castellano,135,1
4773,AQU,2019-11-23,9,8  ,124,Junior Alvarado,810,2
4774,AQU,2019-11-23,9,9  ,124,Manuel Franco,5675,6
4775,AQU,2019-11-23,10,1  ,119,Reylu Gutierrez,3025,10
4776,AQU,2019-11-23,10,10 ,119,Jose Lezcano,280,1
4777,AQU,2019-11-23,10,11 ,119,Junior Alvarado,980,9
4778,AQU,2019-11-23,10,2  ,119,Joe Bravo,420,7
4779,AQU,2019-11-23,10,3  ,120,Pablo Fragoso,2800,8
4780,AQU,2019-11-23,10,4  ,119,Irad Ortiz Jr.,590,11
4781,AQU,2019-11-23,10,5  ,119,Manuel Franco,1180,5
4782,AQU,2019-11-23,10,6  ,119,Keivan Serrano,5725,4
4783,AQU,2019-11-23,10,7  ,119,Jorge A. Vargas Jr.,1010,3
4784,AQU,2019-11-23,10,8  ,119,Kendrick Carmouche,1030,2
4785,AQU,2019-11-23,10,9  ,119,Jose L. Ortiz,510,6
4786,AQU,2019-11-24,1,1  ,122,Dylan Davis,2675,2
4787,AQU,2019-11-24,1,2  ,122,Manuel Franco,70,1
4788,AQU,2019-11-24,1,3  ,120,Joel Rosario,290,5
4789,AQU,2019-11-24,1,4  ,122,Irad Ortiz Jr.,920,4
4790,AQU,2019-11-24,1,5  ,122,Jose Lezcano,460,3
4791,AQU,2019-11-24,1,6  ,119,Declan Carroll,2575,6
4792,AQU,2019-11-24,2,1  ,121,Reylu Gutierrez,3225,7
4793,AQU,2019-11-24,2,10 ,124,Samuel Camacho Jr.,4200,6
4794,AQU,2019-11-24,2,11 ,121,Dylan Davis,1130,2
4795,AQU,2019-11-24,2,4  ,124,Jose L. Ortiz,355,5
4796,AQU,2019-11-24,2,5  ,121,Kendrick Carmouche,620,3
4797,AQU,2019-11-24,2,6  ,121,Manuel Franco,570,4
4798,AQU,2019-11-24,2,8  ,121,Irad Ortiz Jr.,150,1
4799,AQU,2019-11-24,2,9  ,116,Declan Carroll,540,8
4800,AQU,2019-11-24,3,1  ,120,Joel Rosario,115,2
4801,AQU,2019-11-24,3,11 ,122,Manuel Franco,295,1
4802,AQU,2019-11-24,3,3  ,124,Junior Alvarado,370,3
4803,AQU,2019-11-24,3,4  ,122,Jose L. Ortiz,270,4
4804,AQU,2019-11-24,4,1  ,119,Joel Rosario,490,4
4805,AQU,2019-11-24,4,2  ,115,Benjamin Hernandez,1080,3
4806,AQU,2019-11-24,4,4  ,122,Irad Ortiz Jr.,90,1
4807,AQU,2019-11-24,4,6  ,124,Jose Lezcano,490,2
4808,AQU,2019-11-24,4,7  ,119,Declan Carroll,295,5
4809,AQU,2019-11-24,5,1  ,120,Dylan Davis,4850,4
4810,AQU,2019-11-24,5,2  ,122,Manuel Franco,1640,2
4811,AQU,2019-11-24,5,3  ,120,Irad Ortiz Jr.,85,1
4812,AQU,2019-11-24,5,4  ,122,Keivan Serrano,6325,6
4813,AQU,2019-11-24,5,5  ,117,Declan Carroll,530,3
4814,AQU,2019-11-24,5,6  ,120,Jorge A. Vargas Jr.,460,5
4815,AQU,2019-11-24,5,7  ,117,Benjamin Hernandez,1370,8
4816,AQU,2019-11-24,5,8  ,122,Kendrick Carmouche,550,7
4817,AQU,2019-11-24,6,10 ,119,Jorge A. Vargas Jr.,870,11
4818,AQU,2019-11-24,6,12 ,119,Kendrick Carmouche,610,4
4819,AQU,2019-11-24,6,13 ,119,Manuel Franco,460,8
4820,AQU,2019-11-24,6,14 ,119,Jose Lezcano,830,3
4821,AQU,2019-11-24,6,2  ,119,Irad Ortiz Jr.,730,5
4822,AQU,2019-11-24,6,3  ,119,Eric Cancel,680,9
4823,AQU,2019-11-24,6,5  ,119,Dylan Davis,2550,7
4824,AQU,2019-11-24,6,6  ,119,Javier Castellano,610,1
4825,AQU,2019-11-24,6,7  ,119,Joel Rosario,2060,10
4826,AQU,2019-11-24,6,8  ,114,Declan Carroll,2850,6
4827,AQU,2019-11-24,6,9  ,119,John R. Velazquez,520,2
4828,AQU,2019-11-24,7,1  ,120,Joel Rosario,880,2
4829,AQU,2019-11-24,7,10 ,120,Irad Ortiz Jr.,1070,7
4830,AQU,2019-11-24,7,11 ,119,Javier Castellano,1110,6
4831,AQU,2019-11-24,7,12 ,119,John R. Velazquez,250,5
4832,AQU,2019-11-24,7,2  ,124,Jose L. Ortiz,345,3
4833,AQU,2019-11-24,7,5  ,121,Jose Lezcano,240,1
4834,AQU,2019-11-24,7,7  ,122,Kendrick Carmouche,730,4
4835,AQU,2019-11-24,8,1  ,120,Dylan Davis,2030,3
4836,AQU,2019-11-24,8,2  ,118,Jose Lezcano,500,8
4837,AQU,2019-11-24,8,3  ,120,Manuel Franco,430,1
4838,AQU,2019-11-24,8,4  ,120,Joel Rosario,220,7
4839,AQU,2019-11-24,8,5  ,120,Jose L. Ortiz,2330,5
4840,AQU,2019-11-24,8,6  ,120,Irad Ortiz Jr.,510,2
4841,AQU,2019-11-24,8,7  ,120,John R. Velazquez,295,4
4842,AQU,2019-11-24,8,8  ,119,Kendrick Carmouche,3850,6
4843,AQU,2019-11-24,9,1  ,122,John R. Velazquez,155,1
4844,AQU,2019-11-24,9,10 ,122,Jorge A. Vargas Jr.,7950,10
4845,AQU,2019-11-24,9,11 ,122,Eric Cancel,790,3
4846,AQU,2019-11-24,9,12 ,122,Manuel Franco,750,5
4847,AQU,2019-11-24,9,2  ,122,Irad Ortiz Jr.,2120,7
4848,AQU,2019-11-24,9,3  ,122,Kendrick Carmouche,305,4
4849,AQU,2019-11-24,9,5  ,122,Jose Lezcano,720,8
4850,AQU,2019-11-24,9,6  ,117,Declan Carroll,4300,9
4851,AQU,2019-11-24,9,7  ,122,Dylan Davis,2080,2
4852,AQU,2019-11-24,9,8  ,122,Junior Alvarado,6775,11
4853,AQU,2019-11-24,9,9  ,115,Heman K. Harkie,1490,6
4854,AQU,2019-11-27,1,1  ,119,Luis A. Rodriguez Castro,990,4
4855,AQU,2019-11-27,1,2  ,119,Manuel Franco,510,3
4856,AQU,2019-11-27,1,3  ,119,Reylu Gutierrez,610,5
4857,AQU,2019-11-27,1,4  ,114,Declan Carroll,720,8
4858,AQU,2019-11-27,1,5  ,120,Keivan Serrano,880,1
4859,AQU,2019-11-27,1,6  ,119,Jose Lezcano,1380,6
4860,AQU,2019-11-27,1,7  ,119,Junior Alvarado,320,7
4861,AQU,2019-11-27,1,8  ,119,Dylan Davis,270,2
4862,AQU,2019-11-27,2,1  ,121,Dylan Davis,335,5
4863,AQU,2019-11-27,2,3  ,125,Luis A. Rodriguez Castro,2550,6
4864,AQU,2019-11-27,2,4  ,123,Reylu Gutierrez,400,2
4865,AQU,2019-11-27,2,5  ,121,Hector Rafael Diaz Jr.,1080,3
4866,AQU,2019-11-27,2,6  ,121,Samuel Camacho Jr.,2800,4
4867,AQU,2019-11-27,2,7  ,121,Manuel Franco,60,1
4868,AQU,2019-11-27,3,1  ,120,Manuel Franco,1750,1
4869,AQU,2019-11-27,3,2  ,116,Julio Correa,1420,4
4870,AQU,2019-11-27,3,3  ,122,Dylan Davis,1090,6
4871,AQU,2019-11-27,3,4  ,121,Jose Lezcano,370,3
4872,AQU,2019-11-27,3,5  ,121,Luis A. Rodriguez Castro,2550,5
4873,AQU,2019-11-27,3,6  ,118,Joel Rosario,35,2
4874,AQU,2019-11-27,4,1  ,122,Jose L. Ortiz,110,7
4875,AQU,2019-11-27,4,10 ,117,Julio Correa,4025,5
4876,AQU,2019-11-27,4,3  ,119,Joel Rosario,305,3
4877,AQU,2019-11-27,4,4  ,122,Dylan Davis,1550,6
4878,AQU,2019-11-27,4,5  ,122,Eric Cancel,830,1
4879,AQU,2019-11-27,4,6  ,122,Michael J. Luzzi,3250,4
4880,AQU,2019-11-27,4,7  ,122,Manuel Franco,295,2
4881,AQU,2019-11-27,5,2  ,124,Jose L. Ortiz,385,6
4882,AQU,2019-11-27,5,3  ,124,Dylan Davis,145,3
4883,AQU,2019-11-27,5,4  ,124,Junior Alvarado,410,1
4884,AQU,2019-11-27,5,5  ,115,Declan Carroll,1280,5
4885,AQU,2019-11-27,5,6  ,124,Jose Lezcano,310,2
4886,AQU,2019-11-27,5,7  ,115,Benjamin Hernandez,1300,4
4887,AQU,2019-11-27,6,1  ,116,Heman K. Harkie,5525,5
4888,AQU,2019-11-27,6,2  ,121,Reylu Gutierrez,750,6
4889,AQU,2019-11-27,6,3  ,121,Javier Castellano,175,3
4890,AQU,2019-11-27,6,4  ,121,Jose Lezcano,780,7
4891,AQU,2019-11-27,6,6  ,124,Junior Alvarado,330,1
4892,AQU,2019-11-27,6,7  ,121,Manuel Franco,205,2
4893,AQU,2019-11-27,6,9  ,121,Eric Cancel,3725,4
4894,AQU,2019-11-27,7,1  ,122,Junior Alvarado,740,6
4895,AQU,2019-11-27,7,2  ,122,Jose L. Ortiz,480,5
4896,AQU,2019-11-27,7,3  ,122,John R. Velazquez,840,3
4897,AQU,2019-11-27,7,4  ,120,Pablo Fragoso,1270,7
4898,AQU,2019-11-27,7,6  ,117,Declan Carroll,6400,8
4899,AQU,2019-11-27,7,7  ,122,Jose Lezcano,120,1
4900,AQU,2019-11-27,7,8  ,122,Manuel Franco,1020,4
4901,AQU,2019-11-27,7,9  ,122,Joel Rosario,500,2
4902,AQU,2019-11-27,8,2  ,113,Declan Carroll,1040,4
4903,AQU,2019-11-27,8,3  ,123,Dylan Davis,220,1
4904,AQU,2019-11-27,8,4  ,121,Silvestre Gonzalez,700,3
4905,AQU,2019-11-27,8,5  ,120,Jose L. Ortiz,45,2
4906,AQU,2019-11-27,9,1  ,122,Michael J. Luzzi,6400,9
4907,AQU,2019-11-27,9,10 ,122,Javier Castellano,530,4
4908,AQU,2019-11-27,9,2  ,124,Junior Alvarado,250,3
4909,AQU,2019-11-27,9,3  ,119,Declan Carroll,410,7
4910,AQU,2019-11-27,9,4  ,122,Dylan Davis,300,1
4911,AQU,2019-11-27,9,6  ,122,Jose Lezcano,470,5
4912,AQU,2019-11-27,9,7  ,117,Benjamin Hernandez,4350,6
4913,AQU,2019-11-27,9,8  ,122,Pablo Fragoso,4775,8
4914,AQU,2019-11-27,9,9  ,124,Hector Rafael Diaz Jr.,1180,2
4915,AQU,2019-11-29,1,1  ,115,Heman K. Harkie,3650,7
4916,AQU,2019-11-29,1,2  ,122,Joey R. Martinez,345,5
4917,AQU,2019-11-29,1,3  ,122,Manuel Franco,1000,6
4918,AQU,2019-11-29,1,4  ,124,Irad Ortiz Jr.,970,4
4919,AQU,2019-11-29,1,5  ,122,Jose Lezcano,110,2
4920,AQU,2019-11-29,1,6  ,122,Eric Cancel,360,1
4921,AQU,2019-11-29,1,7  ,122,Reylu Gutierrez,1310,3
4922,AQU,2019-11-29,2,1  ,120,Irad Ortiz Jr.,395,2
4923,AQU,2019-11-29,2,10 ,123,Joey R. Martinez,3475,6
4924,AQU,2019-11-29,2,2  ,123,Kendrick Carmouche,3400,1
4925,AQU,2019-11-29,2,3  ,120,Manuel Franco,830,5
4926,AQU,2019-11-29,2,5  ,123,John R. Velazquez,510,4
4927,AQU,2019-11-29,2,6  ,121,Javier Castellano,250,3
4928,AQU,2019-11-29,2,7  ,121,Dylan Davis,1290,9
4929,AQU,2019-11-29,2,8  ,121,Jose Lezcano,530,8
4930,AQU,2019-11-29,2,9  ,120,Jose L. Ortiz,550,7
4931,AQU,2019-11-29,3,1  ,114,Benjamin Hernandez,6125,10
4932,AQU,2019-11-29,3,10 ,119,Irad Ortiz Jr.,580,2
4933,AQU,2019-11-29,3,2  ,119,Kendrick Carmouche,6975,9
4934,AQU,2019-11-29,3,3  ,119,Jose L. Ortiz,810,3
4935,AQU,2019-11-29,3,4  ,119,Dylan Davis,670,1
4936,AQU,2019-11-29,3,5  ,119,Reylu Gutierrez,3825,5
4937,AQU,2019-11-29,3,6  ,119,Eric Cancel,450,4
4938,AQU,2019-11-29,3,7  ,119,John R. Velazquez,95,7
4939,AQU,2019-11-29,3,8  ,119,Javier Castellano,1740,6
4940,AQU,2019-11-29,3,9  ,114,Heman K. Harkie,14175,8
4941,AQU,2019-11-29,4,1  ,119,Jose Lezcano,340,5
4942,AQU,2019-11-29,4,3  ,120,Luis A. Rodriguez Castro,1960,4
4943,AQU,2019-11-29,4,4  ,119,Manuel Franco,175,2
4944,AQU,2019-11-29,4,5  ,119,Javier Castellano,245,3
4945,AQU,2019-11-29,4,6  ,119,Dylan Davis,275,1
4946,AQU,2019-11-29,5,1  ,120,Keivan Serrano,3000,8
4947,AQU,2019-11-29,5,11 ,121,Manuel Franco,150,3
4948,AQU,2019-11-29,5,2  ,123,Julian Pimentel,780,5
4949,AQU,2019-11-29,5,3  ,121,John R. Velazquez,920,4
4950,AQU,2019-11-29,5,4  ,121,Joe Bravo,310,2
4951,AQU,2019-11-29,5,6  ,121,Eric Cancel,1960,6
4952,AQU,2019-11-29,5,8  ,121,Dylan Davis,5900,7
4953,AQU,2019-11-29,5,9  ,125,Javier Castellano,315,1
4954,AQU,2019-11-29,6,1  ,122,Manuel Franco,355,4
4955,AQU,2019-11-29,6,10 ,122,Jose Lezcano,195,1
4956,AQU,2019-11-29,6,11 ,117,Declan Carroll,1140,8
4957,AQU,2019-11-29,6,2  ,115,Benjamin Hernandez,3150,5
4958,AQU,2019-11-29,6,3  ,114,Heman K. Harkie,10800,10
4959,AQU,2019-11-29,6,4  ,118,Michael J. Luzzi,4550,9
4960,AQU,2019-11-29,6,5  ,120,Jose L. Ortiz,305,3
4961,AQU,2019-11-29,6,6  ,120,Jorge A. Vargas Jr.,2525,7
4962,AQU,2019-11-29,6,8  ,122,Dylan Davis,1210,2
4963,AQU,2019-11-29,6,9  ,120,John R. Velazquez,620,6
4964,AQU,2019-11-29,7,1  ,120,Joey R. Martinez,4775,4
4965,AQU,2019-11-29,7,10 ,113,Benjamin Hernandez,570,1
4966,AQU,2019-11-29,7,2  ,120,Manuel Franco,1220,3
4967,AQU,2019-11-29,7,3  ,122,Reylu Gutierrez,500,6
4968,AQU,2019-11-29,7,4  ,120,Jose L. Ortiz,540,5
4969,AQU,2019-11-29,7,5  ,118,Eric Cancel,1080,9
4970,AQU,2019-11-29,7,6  ,113,Declan Carroll,1830,7
4971,AQU,2019-11-29,7,7  ,119,Hector Rafael Diaz Jr.,1160,10
4972,AQU,2019-11-29,7,8  ,118,Dylan Davis,1580,8
4973,AQU,2019-11-29,7,9  ,120,Irad Ortiz Jr.,180,2
4974,AQU,2019-11-29,8,1  ,118,Jose Lezcano,910,8
4975,AQU,2019-11-29,8,2  ,120,Javier Castellano,195,3
4976,AQU,2019-11-29,8,3  ,118,John R. Velazquez,490,1
4977,AQU,2019-11-29,8,4  ,120,Julian Pimentel,175,2
4978,AQU,2019-11-29,8,5  ,120,Joe Bravo,2700,7
4979,AQU,2019-11-29,8,6  ,119,Anthony Salgado,6300,4
4980,AQU,2019-11-29,8,7  ,120,Irad Ortiz Jr.,2500,5
4981,AQU,2019-11-29,8,8  ,122,Declan Cannon,620,6
4982,AQU,2019-11-29,9,1  ,123,Manuel Franco,850,4
4983,AQU,2019-11-29,9,2  ,118,Irad Ortiz Jr.,1210,7
4984,AQU,2019-11-29,9,3  ,123,Kendrick Carmouche,2825,8
4985,AQU,2019-11-29,9,4  ,118,Jose Lezcano,540,5
4986,AQU,2019-11-29,9,5  ,118,John R. Velazquez,145,3
4987,AQU,2019-11-29,9,6  ,118,Jose L. Ortiz,260,2
4988,AQU,2019-11-29,9,8  ,118,Jorge A. Vargas Jr.,810,1
4989,AQU,2019-11-29,9,9  ,118,Dylan Davis,2950,6
4990,AQU,2019-11-29,10,1  ,120,Keivan Serrano,4825,8
4991,AQU,2019-11-29,10,10 ,119,Dylan Davis,220,6
4992,AQU,2019-11-29,10,2  ,114,Heman K. Harkie,7400,9
4993,AQU,2019-11-29,10,3  ,114,Declan Carroll,2300,3
4994,AQU,2019-11-29,10,4  ,119,Michael J. Luzzi,540,1
4995,AQU,2019-11-29,10,5  ,119,Jose Lezcano,1100,5
4996,AQU,2019-11-29,10,6  ,119,Jose L. Ortiz,335,2
4997,AQU,2019-11-29,10,8  ,119,Manuel Franco,345,4
4998,AQU,2019-11-29,10,9  ,119,Kendrick Carmouche,770,7
4999,AQU,2019-11-30,1,1  ,119,Reylu Gutierrez,2625,8
5000,AQU,2019-11-30,1,2  ,114,Julio Correa,1240,5
5001,AQU,2019-11-30,1,3  ,119,Eric Cancel,215,2
5002,AQU,2019-11-30,1,4  ,119,Jose Lezcano,840,2
5003,AQU,2019-11-30,1,5  ,114,Declan Carroll,460,6
5004,AQU,2019-11-30,1,6  ,119,Kendrick Carmouche,2575,9
5005,AQU,2019-11-30,1,7  ,119,Irad Ortiz Jr.,520,4
5006,AQU,2019-11-30,1,8  ,114,Heman K. Harkie,1010,1
5007,AQU,2019-11-30,1,9  ,119,Jose L. Ortiz,410,7
5008,AQU,2019-11-30,2,1  ,122,Dylan Davis,105,2
5009,AQU,2019-11-30,2,1A ,118,Irad Ortiz Jr.,105,6
5010,AQU,2019-11-30,2,2  ,120,Samuel Camacho Jr.,1020,3
5011,AQU,2019-11-30,2,3  ,120,Eric Cancel,325,4
5012,AQU,2019-11-30,2,4  ,120,Keivan Serrano,1270,5
5013,AQU,2019-11-30,2,5  ,120,Kendrick Carmouche,1260,1
5014,AQU,2019-11-30,2,6  ,119,Declan Carroll,325,7
5015,AQU,2019-11-30,3,1A ,121,Jose L. Ortiz,780,4
5016,AQU,2019-11-30,3,2  ,121,Irad Ortiz Jr.,295,2
5017,AQU,2019-11-30,3,3  ,121,Dylan Davis,3525,6
5018,AQU,2019-11-30,3,4  ,121,Junior Alvarado,350,3
5019,AQU,2019-11-30,3,5  ,121,Kendrick Carmouche,2525,1
5020,AQU,2019-11-30,3,6  ,121,Reylu Gutierrez,10500,9
5021,AQU,2019-11-30,3,7  ,121,Jose Lezcano,1070,8
5022,AQU,2019-11-30,3,8  ,121,Eric Cancel,500,5
5023,AQU,2019-11-30,3,9  ,121,Joel Rosario,255,7
5024,AQU,2019-11-30,4,1  ,122,Luis A. Rodriguez Castro,2500,8
5025,AQU,2019-11-30,4,10 ,120,Joe Bravo,2140,2
5026,AQU,2019-11-30,4,11 ,122,Junior Alvarado,1110,6
5027,AQU,2019-11-30,4,2  ,120,Dylan Davis,7775,10
5028,AQU,2019-11-30,4,3  ,122,Jose L. Ortiz,520,3
5029,AQU,2019-11-30,4,4  ,120,Eric Cancel,3625,9
5030,AQU,2019-11-30,4,5  ,120,Jose Lezcano,1070,7
5031,AQU,2019-11-30,4,6  ,122,Irad Ortiz Jr.,115,1
5032,AQU,2019-11-30,4,7  ,122,Joel Rosario,380,4
5033,AQU,2019-11-30,4,8  ,118,Reylu Gutierrez,1160,5
5034,AQU,2019-11-30,5,1  ,119,Junior Alvarado,175,1
5035,AQU,2019-11-30,5,2  ,119,Kendrick Carmouche,500,6
5036,AQU,2019-11-30,5,3  ,119,Jose L. Ortiz,430,4
5037,AQU,2019-11-30,5,4  ,119,Dylan Davis,2700,2
5038,AQU,2019-11-30,5,5  ,119,Joel Rosario,1170,5
5039,AQU,2019-11-30,5,6  ,119,Irad Ortiz Jr.,170,3
5040,AQU,2019-11-30,6,1A ,121,Jose L. Ortiz,150,8
5041,AQU,2019-11-30,6,2  ,121,Jose Lezcano,460,1
5042,AQU,2019-11-30,6,3  ,124,Reylu Gutierrez,1310,6
5043,AQU,2019-11-30,6,4  ,117,Benjamin Hernandez,1650,5
5044,AQU,2019-11-30,6,5  ,119,Declan Carroll,4550,7
5045,AQU,2019-11-30,6,6  ,121,Irad Ortiz Jr.,720,4
5046,AQU,2019-11-30,6,7  ,121,Joel Rosario,630,2
5047,AQU,2019-11-30,6,9  ,121,Kendrick Carmouche,375,3
5048,AQU,2019-11-30,7,1  ,122,Irad Ortiz Jr.,235,4
5049,AQU,2019-11-30,7,2  ,120,Silvestre Gonzalez,6400,6
5050,AQU,2019-11-30,7,3  ,122,Johan Rosado,2380,7
5051,AQU,2019-11-30,7,4  ,122,Michael J. Luzzi,580,3
5052,AQU,2019-11-30,7,5  ,122,Jose Lezcano,155,1
5053,AQU,2019-11-30,7,6  ,124,Kendrick Carmouche,550,5
5054,AQU,2019-11-30,7,7  ,120,Jose L. Ortiz,560,2
5055,AQU,2019-11-30,8,1  ,124,Irad Ortiz Jr.,135,2
5056,AQU,2019-11-30,8,2  ,118,Jose L. Ortiz,680,6
5057,AQU,2019-11-30,8,3  ,118,Dylan Davis,5950,7
